YEAR,STATION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2012,BEL314_Belchertown,2.54,0.89,1.29,1.93,4.15,3.78,2.66,4.98,6.62,3.63,0.45,3.46
2013,BEL314_Belchertown,1.79,2.82,2.04,2.09,6.04,8.16,5.61,4.46,5.15,2.39,3.48,3.79
2014,BEL314_Belchertown,3.72,3.87,5.21,4.06,5.51,1.8,6.68,3.45,1.59,5.84,3.38,5.37
1928,BER510_Hudson,2.96,2.97,1.84,4.79,2.92,5.96,4.54,3.87,3.59,2.08,2.24,2.07
1929,BER510_Hudson,4.32,3.61,2.77,6.07,3.82,4.07,1.0,1.72,2.21,3.1,3.46,2.77
1930,BER510_Hudson,1.78,1.27,3.38,1.68,3.23,1.32,4.03,1.41,1.45,4.62,3.92,1.42
1931,BER510_Hudson,3.71,2.64,5.32,3.04,3.7,6.48,2.31,6.77,1.64,2.52,1.06,3.46
1932,BER510_Hudson,4.01,1.91,4.95,2.14,1.27,2.67,2.86,5.59,9.13,7.17,5.2,1.45
1933,BER510_Hudson,2.2,3.16,6.28,4.71,2.27,2.51,1.82,4.74,11.33,3.69,1.05,3.12
1934,BER510_Hudson,3.43,2.47,3.6,4.23,4.28,4.51,2.52,2.28,9.83,2.87,2.47,2.92
1935,BER510_Hudson,5.63,2.9,1.73,4.03,2.2,7.29,2.37,2.96,4.19,0.75,4.38,0.9
1936,BER510_Hudson,6.73,2.68,9.21,3.39,3.18,2.79,1.5,5.81,4.46,2.65,1.47,7.35
1937,BER510_Hudson,4.38,1.77,3.05,4.72,4.41,3.95,1.59,4.87,3.19,4.24,6.62,3.62
1938,BER510_Hudson,3.6,2.02,2.05,3.25,3.98,6.58,9.48,5.84,10.3,1.84,2.95,3.14
1939,BER510_Hudson,2.02,3.73,4.08,4.36,1.95,3.24,1.35,3.78,2.84,4.6,0.93,2.83
1940,BER510_Hudson,2.41,3.43,3.68,5.18,5.01,2.77,3.53,1.47,3.63,1.12,5.88,2.62
1941,BER510_Hudson,2.78,2.14,1.77,0.91,2.04,2.61,2.22,2.93,0.62,1.93,2.84,3.02
1942,BER510_Hudson,3.42,2.86,6.96,1.48,2.84,4.62,6.57,2.51,2.14,2.73,4.88,5.8
1943,BER510_Hudson,2.71,1.16,3.58,3.04,4.75,3.14,4.46,1.81,0.84,5.77,4.75,0.78
1944,BER510_Hudson,1.52,1.91,4.08,3.96,0.81,6.13,0.71,1.45,5.62,2.34,5.25,3.39
1945,BER510_Hudson,2.81,3.47,2.25,3.56,5.11,6.36,3.32,3.96,1.66,1.83,5.5,5.22
1946,BER510_Hudson,3.52,2.86,1.6,2.71,6.23,4.22,2.66,7.16,5.06,0.75,1.14,3.57
1947,BER510_Hudson,2.72,1.88,3.4,4.86,3.61,3.39,5.27,2.21,2.94,1.06,4.49,2.61
1948,BER510_Hudson,3.18,2.05,2.8,2.99,6.57,5.23,5.67,2.88,0.67,2.5,6.34,1.57
1949,BER510_Hudson,3.64,2.83,1.51,4.46,3.44,0.53,1.6,3.05,2.02,1.85,2.46,1.91
1950,BER510_Hudson,4.06,3.53,3.24,3.18,1.68,1.85,2.85,4.19,1.7,2.64,5.21,3.66
1951,BER510_Hudson,3.57,4.13,4.3,2.77,4.93,2.78,4.2,4.6,2.42,4.86,7.9,4.79
1952,BER510_Hudson,4.48,2.97,3.6,4.93,4.97,3.2,1.23,7.38,2.53,1.8,2.2,3.39
1953,BER510_Hudson,6.37,3.08,7.68,6.22,4.85,2.14,2.55,1.42,1.66,5.26,4.59,4.42
1954,BER510_Hudson,2.49,2.35,3.37,4.71,6.75,2.89,4.09,7.62,8.95,3.97,5.4,5.54
1955,BER510_Hudson,0.63,3.28,4.59,3.51,1.47,4.2,3.27,17.87,2.65,8.98,5.29,0.84
1956,BER510_Hudson,5.35,4.22,5.61,3.66,1.79,1.74,2.56,1.73,3.29,3.06,3.01,4.73
1957,BER510_Hudson,2.23,1.43,2.35,3.37,3.63,2.59,0.61,1.43,0.72,2.76,5.51,6.03
1958,BER510_Hudson,8.44,3.64,3.96,5.78,2.93,1.98,4.0,3.99,5.93,2.51,4.04,1.72
1959,BER510_Hudson,2.9,2.59,4.83,4.31,0.55,4.66,7.96,4.99,1.33,5.6,4.44,4.37
1960,BER510_Hudson,3.01,4.37,3.74,3.47,4.27,2.37,6.32,1.94,6.21,3.02,3.08,3.47
1961,BER510_Hudson,2.18,2.95,4.43,5.57,3.34,2.34,4.31,5.09,6.52,2.86,3.54,4.3
1962,BER510_Hudson,3.19,4.63,3.16,3.35,3.5,2.93,1.99,3.67,5.29,8.66,3.23,3.88
1963,BER510_Hudson,2.91,2.94,4.06,1.68,2.67,2.18,2.24,2.25,4.15,1.84,8.05,2.35
1964,BER510_Hudson,4.4,3.3,3.1,3.76,1.44,2.29,2.9,2.0,2.11,1.91,2.69,4.46
1965,BER510_Hudson,1.84,3.37,2.38,3.2,2.13,3.72,0.81,3.45,2.6,2.25,2.43,2.08
1966,BER510_Hudson,3.89,3.26,1.43,1.54,2.74,2.73,2.09,1.17,5.34,2.88,4.52,2.41
1967,BER510_Hudson,2.27,3.34,3.77,4.54,7.29,3.88,3.74,4.58,2.84,1.28,3.2,6.33
1968,BER510_Hudson,2.84,1.6,7.31,1.8,3.93,8.22,1.1,0.86,1.48,1.78,6.74,6.92
1969,BER510_Hudson,0.83,5.86,2.98,5.51,1.58,1.23,4.26,3.38,5.41,1.51,7.04,9.28
1970,BER510_Hudson,0.86,6.01,3.73,4.07,3.69,3.68,0.61,0.95,2.74,3.39,2.84,5.02
1971,BER510_Hudson,2.29,5.18,2.34,2.3,3.93,1.65,5.18,3.81,2.64,2.83,5.29,2.29
1972,BER510_Hudson,2.13,5.49,7.36,2.13,5.29,6.5,2.85,1.6,4.02,4.49,9.08,6.16
1973,BER510_Hudson,3.11,2.0,2.97,6.18,4.35,6.35,3.83,2.03,2.36,3.4,1.98,8.16
1974,BER510_Hudson,2.45,3.17,4.44,3.99,3.3,2.69,3.01,2.36,10.84,3.01,1.98,4.37
1975,BER510_Hudson,5.26,3.14,2.46,2.0,1.82,3.15,2.67,5.31,4.83,5.92,5.4,4.38
1976,BER510_Hudson,5.04,2.71,2.77,1.92,2.94,1.92,2.31,4.62,2.45,4.43,0.42,3.04
1977,BER510_Hudson,2.57,2.44,5.29,4.75,1.05,2.13,2.36,4.49,7.21,7.24,4.69,3.94
1978,BER510_Hudson,8.91,3.43,1.96,2.26,3.69,2.22,4.21,3.64,1.31,3.98,1.82,3.71
1979,BER510_Hudson,10.79,3.28,2.56,3.84,4.6,1.13,3.96,6.12,3.06,3.65,4.14,1.36
1980,BER510_Hudson,0.75,1.08,5.5,4.07,2.71,1.0,1.6,2.02,1.63,4.6,4.52,1.0
1981,BER510_Hudson,0.95,4.25,0.51,3.01,2.93,3.1,5.9,0.6,4.24,4.4,3.62,5.09
1982,BER510_Hudson,4.52,2.04,0.43,2.46,1.02,11.48,4.14,2.0,2.08,3.16,3.62,0.88
1986,BER510_Hudson,3.65,1.35,3.34,1.08,1.19,5.55,4.66,3.41,1.16,1.81,3.02,4.41
1987,BER510_Hudson,4.7,0.15,1.03,10.71,0.98,4.56,0.82,3.37,5.75,3.14,0.95,2.26
1988,BER510_Hudson,2.95,4.15,3.74,3.09,3.57,1.2,6.72,2.12,2.35,3.92,7.46,0.02
1989,BER510_Hudson,3.47,1.31,2.75,4.0,4.79,4.05,3.98,4.74,3.94,6.04,2.21,3.54
1990,BER510_Hudson,1.7,1.83,1.4,2.8,6.04,0.25,2.87,6.06,0.95,7.8,2.41,4.2
1991,BER510_Hudson,1.6,1.78,3.71,4.75,2.6,3.35,2.55,8.41,7.25,2.92,4.77,1.5
1992,BER510_Hudson,1.23,1.35,3.92,2.65,2.02,5.0,4.23,5.44,3.58,2.18,5.1,5.05
1993,BER510_Hudson,3.03,2.25,5.41,4.75,1.4,1.31,1.9,3.36,6.46,3.79,3.5,5.65
1994,BER510_Hudson,5.0,3.0,7.2,1.84,6.48,1.37,2.71,6.46,5.2,0.72,4.36,4.79
1995,BER510_Hudson,4.16,2.96,2.42,2.02,2.6,2.63,4.64,1.4,3.2,8.48,6.13,2.24
1996,BER510_Hudson,6.71,4.15,2.96,7.12,3.51,2.25,8.49,2.28,7.33,9.21,3.09,7.51
1997,BER510_Hudson,3.29,1.89,6.72,4.66,2.63,1.49,2.67,4.2,1.59,2.35,6.1,3.19
1998,BER510_Hudson,5.73,4.16,5.49,3.58,7.71,11.41,4.63,2.05,2.25,6.76,2.23,1.69
1999,BER510_Hudson,6.72,3.62,2.73,1.42,3.46,1.12,1.64,2.53,9.79,3.85,2.64,2.59
2000,BER510_Hudson,3.39,2.3,4.71,7.47,3.26,6.31,6.16,2.44,3.13,2.73,4.47,4.16
2002,BER510_Hudson,3.5,1.92,3.86,3.14,5.8,4.59,2.54,2.57,4.02,5.2,5.99,5.01
2003,BER510_Hudson,2.49,4.37,4.56,4.24,4.99,6.13,2.01,4.77,4.52,5.45,1.34,5.39
2004,BER510_Hudson,1.1,1.6,3.1,8.72,3.67,1.47,5.61,3.83,8.49,2.53,3.73,4.92
2005,BER510_Hudson,6.35,3.55,5.38,5.83,5.51,3.11,4.49,4.05,2.06,14.42,4.59,4.05
2006,BER510_Hudson,3.68,2.59,0.62,2.9,9.46,8.25,4.3,4.6,2.69,6.17,6.51,2.64
2007,BER510_Hudson,2.93,1.93,4.8,8.01,5.75,3.2,3.77,1.26,2.26,1.93,3.28,4.38
2008,BER510_Hudson,2.77,8.89,5.35,4.6,2.09,4.07,10.45,4.71,10.29,2.3,4.35,7.2
2010,BER510_Hudson,3.23,6.95,13.25,1.28,4.25,2.3,2.43,3.46,3.19,5.38,4.52,4.48
2011,BER510_Hudson,4.38,5.46,3.47,4.62,3.16,5.44,1.68,12.0,7.67,7.39,3.65,4.54
2012,BER510_Hudson,3.15,1.62,1.23,3.72,4.36,5.35,2.34,5.18,3.2,6.04,1.1,5.93
2013,BER510_Hudson,1.39,5.09,3.7,1.6,3.75,10.87,3.67,3.19,3.51,1.03,2.73,5.02
2014,BER510_Hudson,3.11,3.85,5.65,4.77,3.05,2.84,4.08,2.72,2.56,5.98,4.65,5.44
2016,BER510_Hudson,2.55,3.84,5.62,2.93,1.99,1.8,1.29,2.99,3.6,7.94,4.26,3.0
2017,BER510_Hudson,3.31,2.88,4.57,4.7,5.24,5.11,2.58,2.28,2.47,7.82,2.04,3.0
2018,BER510_Hudson,3.39,4.29,4.86,5.6,2.53,5.25,5.39,5.79,7.57,5.13,10.64,3.93
1874,BEV609_Beverly,3.26,1.04,2.0,8.21,3.01,2.19,4.28,7.1,1.78,0.5,1.52,2.41
1875,BEV609_Beverly,2.8,1.57,4.38,2.78,4.06,7.39,3.92,6.0,3.46,6.72,6.13,0.94
1876,BEV609_Beverly,1.66,4.29,7.96,3.28,3.65,0.79,7.56,0.75,6.72,1.78,10.68,2.7
1877,BEV609_Beverly,2.5,0.72,7.22,5.12,2.6,2.7,2.64,4.32,0.16,8.15,8.16,1.14
1878,BEV609_Beverly,7.74,6.49,4.2,5.97,0.94,2.16,4.69,11.98,1.94,5.92,7.23,5.36
1879,BEV609_Beverly,1.25,2.5,4.09,4.5,1.98,5.22,2.52,6.47,2.0,1.0,2.8,3.5
1880,BEV609_Beverly,3.1,3.72,3.09,2.0,2.06,1.72,8.11,2.94,1.8,2.38,2.32,3.06
1881,BEV609_Beverly,5.32,3.94,5.44,1.92,4.56,5.52,3.72,1.24,2.54,3.04,4.3,3.4
1882,BEV609_Beverly,4.16,3.16,3.29,2.32,5.34,2.96,3.8,0.8,8.0,1.76,1.52,2.56
1883,BEV609_Beverly,3.32,3.3,3.1,2.48,4.26,3.84,4.64,2.72,1.64,6.02,2.56,2.14
1884,BEV609_Beverly,5.28,9.12,6.44,5.52,4.18,3.4,2.7,4.5,0.92,3.46,3.32,5.44
1885,BEV609_Beverly,5.57,3.12,0.83,4.44,4.4,4.63,1.37,6.67,1.6,7.76,7.3,2.06
1886,BEV609_Beverly,6.04,9.55,4.46,2.24,2.57,1.76,4.32,1.44,3.16,4.5,5.79,4.4
1887,BEV609_Beverly,5.87,4.63,5.68,3.91,2.06,2.1,3.03,4.77,1.56,1.58,3.02,3.47
1888,BEV609_Beverly,3.6,2.7,3.92,3.14,5.26,1.34,1.84,4.52,7.26,4.47,5.71,5.36
1889,BEV609_Beverly,4.9,1.26,2.36,3.13,3.86,3.93,7.9,4.26,4.56,4.26,7.56,2.85
1890,BEV609_Beverly,3.06,3.78,5.03,2.35,6.4,4.02,2.69,3.88,3.9,6.64,1.46,4.35
1891,BEV609_Beverly,5.73,4.27,3.45,2.04,1.6,5.09,4.28,3.42,1.9,4.94,2.42,4.09
1892,BEV609_Beverly,3.69,1.92,3.19,0.71,4.52,3.83,2.04,4.5,1.91,2.18,4.25,1.11
1893,BEV609_Beverly,1.2,4.92,0.96,3.29,6.76,2.93,1.45,6.25,1.56,3.76,1.97,4.69
1894,BEV609_Beverly,2.17,2.09,1.21,1.94,5.39,0.25,2.88,2.03,2.64,7.53,3.16,3.33
1895,BEV609_Beverly,2.91,0.44,3.16,3.6,2.38,3.91,4.14,3.44,1.78,6.53,10.71,2.26
1896,BEV609_Beverly,2.27,5.41,3.92,0.83,2.07,2.17,2.98,2.4,7.01,4.44,3.91,1.4
1897,BEV609_Beverly,2.51,1.43,3.21,3.14,6.17,4.76,5.39,3.38,3.19,0.36,6.61,4.21
1898,BEV609_Beverly,5.18,3.59,1.43,6.07,5.0,2.17,5.45,8.46,2.26,9.16,4.38,1.26
1899,BEV609_Beverly,4.18,1.99,6.16,1.91,1.43,4.42,2.68,2.58,5.47,2.43,2.09,1.88
1900,BEV609_Beverly,4.24,7.36,4.28,2.09,4.56,3.47,2.35,2.93,4.19,3.18,3.85,2.0
1901,BEV609_Beverly,1.4,0.22,7.02,8.65,7.09,2.51,4.43,3.2,4.23,2.59,2.56,7.18
1902,BEV609_Beverly,1.8,5.26,4.33,4.72,2.84,2.48,3.09,4.07,3.92,5.58,1.06,4.68
1903,BEV609_Beverly,3.94,3.48,6.45,5.16,0.26,11.7,3.03,4.06,2.9,3.13,1.23,2.38
1904,BEV609_Beverly,3.08,2.58,2.5,10.52,4.66,5.49,1.78,3.31,5.71,2.48,1.51,1.75
1905,BEV609_Beverly,2.59,1.49,2.51,2.74,1.19,5.53,1.27,2.66,8.24,1.37,2.68,4.43
1906,BEV609_Beverly,2.99,2.32,4.74,2.66,5.42,3.35,6.67,2.75,2.19,3.63,3.04,5.79
1907,BEV609_Beverly,2.59,1.18,2.06,2.7,3.7,4.71,4.36,0.99,8.83,3.04,6.01,4.39
1908,BEV609_Beverly,2.4,2.9,3.09,2.01,4.29,0.69,4.42,4.73,0.86,4.85,1.24,3.25
1909,BEV609_Beverly,3.71,4.76,2.73,4.17,2.02,2.79,2.64,2.99,6.14,2.15,4.16,3.11
1910,BEV609_Beverly,4.13,3.09,1.54,2.04,1.36,5.26,2.05,1.48,2.32,1.33,3.75,2.85
1911,BEV609_Beverly,2.78,2.75,3.74,1.86,0.46,4.18,6.5,3.64,3.75,2.69,4.99,3.92
1912,BEV609_Beverly,2.6,2.68,4.92,3.74,4.49,0.55,5.52,2.3,2.85,1.91,3.25,4.7
1913,BEV609_Beverly,2.73,3.52,3.96,4.62,3.17,1.17,2.31,2.88,3.02,6.04,1.93,3.57
1914,BEV609_Beverly,3.12,2.57,2.94,5.77,2.25,1.61,2.16,2.57,0.41,1.32,2.63,2.86
1915,BEV609_Beverly,5.4,2.99,0.13,1.8,1.22,1.8,8.89,6.14,0.9,2.82,2.57,3.78
1916,BEV609_Beverly,1.28,3.04,2.28,3.81,3.53,4.99,2.9,2.03,2.6,0.81,1.98,3.49
1917,BEV609_Beverly,3.13,2.49,3.66,2.52,4.01,4.96,1.25,3.1,1.48,5.44,1.19,1.54
1918,BEV609_Beverly,2.42,2.83,2.88,3.18,0.67,2.94,3.04,2.53,8.7,1.02,2.45,3.28
1919,BEV609_Beverly,3.45,3.08,2.93,2.41,5.62,0.89,4.47,5.46,6.96,2.54,5.62,1.36
1920,BEV609_Beverly,2.35,4.67,3.05,2.1,2.99,6.47,1.66,2.08,4.02,0.79,5.24,3.87
1921,BEV609_Beverly,1.75,2.42,1.99,2.5,2.51,3.32,14.1,1.74,3.46,1.37,7.1,2.67
1922,BEV609_Beverly,1.82,3.0,5.0,1.12,6.59,10.6,5.46,4.76,4.01,2.02,0.81,3.03
1923,BEV609_Beverly,5.67,1.51,2.23,3.98,1.89,2.18,2.26,3.0,0.58,3.62,2.61,5.18
1924,BEV609_Beverly,3.75,2.8,1.19,3.94,3.41,2.45,2.52,7.32,7.59,0.13,3.07,1.92
1925,BEV609_Beverly,3.74,2.21,6.71,2.61,2.27,3.85,4.26,3.4,2.45,5.16,4.24,6.02
1926,BEV609_Beverly,2.68,3.5,2.96,1.95,2.4,2.06,2.99,2.71,1.38,4.46,4.14,2.62
1927,BEV609_Beverly,1.9,2.72,1.49,1.7,2.99,2.31,3.35,7.05,3.25,4.32,5.28,5.17
1928,BEV609_Beverly,2.0,2.88,1.32,5.77,3.56,6.02,3.8,3.4,5.15,2.9,2.42,2.81
1929,BEV609_Beverly,3.6,3.17,2.6,6.92,3.74,2.02,1.48,3.35,1.9,2.9,3.03,3.82
1930,BEV609_Beverly,2.68,1.88,3.2,1.56,3.04,2.17,3.58,3.42,0.78,4.29,5.63,2.06
1931,BEV609_Beverly,4.31,2.58,4.12,2.99,4.58,7.7,3.04,4.01,2.1,2.87,1.19,3.79
1932,BEV609_Beverly,5.18,1.68,4.82,1.69,1.12,1.76,2.82,5.96,6.2,7.08,5.57,1.44
1933,BEV609_Beverly,2.35,3.75,5.69,5.64,2.84,1.3,2.95,2.72,9.33,3.92,1.31,3.25
1934,BEV609_Beverly,3.33,3.13,5.27,2.7,2.22,4.23,2.4,1.27,6.84,3.49,2.62,2.3
1935,BEV609_Beverly,6.52,2.88,1.22,4.57,1.4,6.68,2.38,1.42,3.66,0.44,4.51,1.39
1936,BEV609_Beverly,7.19,3.35,6.72,3.95,1.87,3.16,2.1,3.74,4.65,1.75,1.08,8.94
1937,BEV609_Beverly,4.98,1.32,3.24,5.14,2.88,3.0,1.07,3.65,5.09,4.27,5.33,4.43
1938,BEV609_Beverly,3.57,2.32,2.44,3.31,4.76,7.14,9.5,2.28,7.04,2.06,2.03,3.41
1939,BEV609_Beverly,1.47,3.34,4.42,4.84,3.23,3.0,0.76,2.33,1.56,4.44,0.93,2.95
1940,BEV609_Beverly,2.12,2.84,5.04,4.96,3.54,2.42,3.3,1.07,4.01,0.62,6.44,2.74
1941,BEV609_Beverly,2.88,1.51,1.76,1.97,2.9,2.47,2.85,2.61,0.38,2.11,2.83,4.67
1942,BEV609_Beverly,3.93,4.74,5.8,1.27,2.31,3.79,3.8,3.29,2.18,4.2,4.44,4.43
1943,BEV609_Beverly,3.53,1.19,3.55,2.65,5.08,1.66,4.46,1.84,1.44,4.44,3.29,0.82
1944,BEV609_Beverly,2.37,2.21,3.38,3.39,0.6,4.84,1.87,2.0,5.93,1.82,5.62,3.36
1945,BEV609_Beverly,2.58,3.49,1.7,2.72,4.67,6.92,3.21,2.7,1.41,2.3,7.05,5.59
1946,BEV609_Beverly,4.16,3.14,1.5,2.89,4.89,2.76,1.22,7.96,2.28,0.8,1.49,4.17
1947,BEV609_Beverly,2.63,1.12,3.06,4.2,3.54,2.02,4.14,2.14,2.67,0.55,5.62,3.18
1948,BEV609_Beverly,4.36,2.22,2.54,2.76,5.22,4.99,4.55,1.37,0.63,3.64,5.52,1.49
1949,BEV609_Beverly,3.9,3.17,1.63,3.81,3.12,0.94,1.56,4.08,4.09,2.18,3.39,1.87
1950,BEV609_Beverly,4.32,3.1,3.08,1.87,1.81,1.32,2.29,4.15,0.96,2.29,7.33,4.05
1951,BEV609_Beverly,3.46,3.12,4.23,2.72,4.56,1.72,2.4,2.31,2.2,4.89,6.95,3.99
1952,BEV609_Beverly,3.91,3.09,3.23,3.28,6.28,1.63,1.2,7.78,1.33,1.53,1.68,3.82
1953,BEV609_Beverly,4.75,3.18,9.87,5.15,3.91,1.08,2.64,1.72,1.95,5.02,6.3,4.46
1954,BEV609_Beverly,2.93,3.09,3.19,4.46,9.73,2.04,3.36,6.24,7.52,3.55,5.41,5.13
1955,BEV609_Beverly,0.93,4.15,4.58,3.62,1.41,2.97,2.25,10.63,2.09,6.06,5.62,0.99
1956,BEV609_Beverly,5.95,4.19,4.5,3.29,1.78,1.71,3.06,1.59,4.0,4.92,3.49,4.07
1957,BEV609_Beverly,2.15,1.69,2.12,2.74,2.96,0.59,1.03,2.1,0.83,2.73,4.79,4.63
1958,BEV609_Beverly,8.43,4.53,2.49,5.77,3.51,1.48,4.1,3.01,4.95,3.75,3.19,1.31
1959,BEV609_Beverly,2.79,2.73,4.4,3.21,1.23,6.57,6.61,1.96,0.81,5.33,4.02,4.01
1960,BEV609_Beverly,2.42,4.4,2.11,2.86,3.82,2.53,4.87,2.35,5.0,2.31,2.72,2.7
1961,BEV609_Beverly,1.64,2.68,4.61,5.5,3.64,2.1,4.65,4.29,8.09,2.41,4.24,3.09
1962,BEV609_Beverly,2.93,3.15,3.99,2.67,2.24,2.53,3.45,3.78,3.65,10.38,2.66,5.21
1963,BEV609_Beverly,3.26,2.57,3.73,1.65,3.14,0.98,3.37,1.62,3.59,2.13,7.53,1.91
1964,BEV609_Beverly,3.68,3.08,3.06,4.91,0.63,1.85,3.49,1.48,2.1,3.17,2.56,3.44
1965,BEV609_Beverly,2.01,3.51,1.89,2.59,1.03,4.04,0.69,2.46,2.8,2.42,2.48,1.53
1966,BEV609_Beverly,3.84,3.76,1.72,1.52,2.97,1.63,2.31,1.74,4.71,2.75,4.3,2.42
1967,BEV609_Beverly,2.46,1.94,2.67,4.06,6.57,4.27,2.94,2.34,2.9,1.17,2.85,5.47
1968,BEV609_Beverly,2.92,1.22,5.98,2.0,3.04,8.26,1.12,1.94,1.33,2.16,7.66,6.63
1969,BEV609_Beverly,2.96,5.3,2.74,3.3,2.0,2.05,3.43,2.61,5.22,1.98,8.22,9.3
1970,BEV609_Beverly,0.56,4.4,3.87,3.77,3.02,4.83,1.75,5.19,3.38,3.62,3.67,5.82
1971,BEV609_Beverly,1.49,5.89,2.91,3.0,4.33,1.7,2.48,2.88,1.39,3.36,6.71,2.78
1972,BEV609_Beverly,1.56,4.88,5.91,4.2,5.79,8.06,4.2,0.78,3.44,3.28,7.54,5.47
1973,BEV609_Beverly,2.48,1.89,2.49,7.5,4.67,5.42,4.6,4.44,2.61,3.22,2.0,7.9
1974,BEV609_Beverly,2.87,2.53,4.11,3.59,3.46,3.26,0.82,2.54,5.39,2.33,2.29,5.06
1975,BEV609_Beverly,4.85,2.96,2.88,2.08,1.77,3.95,1.42,6.55,6.19,5.68,5.59,5.57
1976,BEV609_Beverly,5.21,2.36,2.44,2.3,2.07,1.03,6.2,4.58,1.25,4.24,0.46,2.64
1977,BEV609_Beverly,4.62,2.75,5.78,4.33,3.6,4.49,2.63,2.0,5.09,5.22,2.32,5.43
1978,BEV609_Beverly,9.66,4.36,3.42,2.91,4.84,1.13,1.65,3.16,0.4,3.27,2.34,3.89
1979,BEV609_Beverly,11.07,3.0,3.25,3.41,4.53,0.75,1.01,4.36,3.45,4.22,3.85,1.58
1980,BEV609_Beverly,0.37,0.87,4.37,4.43,2.11,3.33,4.16,1.04,1.02,4.7,3.18,1.1
1981,BEV609_Beverly,0.58,6.46,0.67,3.49,1.79,1.11,5.19,1.19,2.15,3.74,4.23,5.37
1982,BEV609_Beverly,6.3,1.87,2.06,2.4,3.34,10.78,3.21,2.91,1.23,4.09,3.12,1.1
1983,BEV609_Beverly,5.18,4.73,7.92,6.47,2.73,2.61,0.31,3.08,0.98,3.59,10.08,5.82
1984,BEV609_Beverly,2.14,7.3,7.77,3.58,8.21,1.98,3.99,0.85,0.54,3.15,0.88,1.88
1985,BEV609_Beverly,0.97,1.33,2.58,1.21,2.47,2.93,3.2,2.89,1.24,1.11,5.52,1.02
1986,BEV609_Beverly,4.0,2.17,2.61,1.76,0.97,5.99,4.43,2.89,1.98,2.79,6.58,7.64
1987,BEV609_Beverly,7.38,0.36,3.38,13.17,2.43,1.87,1.64,2.92,9.15,3.09,1.79,3.95
1988,BEV609_Beverly,2.53,3.01,3.27,2.7,3.94,1.08,7.19,2.96,1.74,1.98,6.36,0.86
1989,BEV609_Beverly,0.58,2.68,3.27,4.52,4.13,5.32,4.19,5.26,3.85,5.52,5.65,0.93
1990,BEV609_Beverly,4.57,3.88,1.39,5.61,6.73,1.16,6.21,6.55,1.38,7.37,2.13,3.19
1991,BEV609_Beverly,3.95,1.66,4.26,6.01,0.83,2.89,2.65,6.42,7.55,4.04,6.14,2.8
1992,BEV609_Beverly,3.52,2.94,3.38,2.9,1.75,5.2,3.14,5.14,3.99,2.51,4.21,5.28
1993,BEV609_Beverly,1.94,5.3,6.46,4.52,0.76,1.95,2.15,2.63,4.74,4.0,4.02,5.48
1994,BEV609_Beverly,2.66,1.83,4.9,2.12,6.0,0.94,1.35,5.8,7.21,0.3,5.69,7.09
1995,BEV609_Beverly,4.67,2.88,2.56,1.73,2.29,1.86,2.73,1.0,3.35,6.32,8.36,3.81
1996,BEV609_Beverly,6.41,2.61,2.72,5.29,3.51,1.62,4.73,1.13,6.85,14.11,2.49,6.69
1998,BEV609_Beverly,6.7,6.97,4.74,3.78,5.13,11.7,4.07,2.82,1.45,6.48,1.32,1.47
1999,BEV609_Beverly,6.36,3.4,4.03,0.49,3.57,0.0,3.21,1.35,8.62,4.87,2.29,1.9
2000,BEV609_Beverly,3.8,3.78,3.95,8.11,3.03,5.26,7.53,2.17,3.23,3.6,5.69,4.6
2001,BEV609_Beverly,2.21,2.45,12.27,1.28,1.57,5.87,2.81,4.22,2.34,1.36,0.87,3.0
2002,BEV609_Beverly,3.05,3.07,3.99,4.0,5.55,3.7,1.59,2.41,4.55,4.28,5.85,6.78
2003,BEV609_Beverly,2.89,4.05,4.39,4.97,3.04,5.13,3.59,4.48,2.92,6.48,1.97,6.36
2004,BEV609_Beverly,0.88,1.53,1.9,11.67,3.47,2.34,5.88,4.42,6.55,2.73,3.75,5.95
2005,BEV609_Beverly,4.38,3.21,5.37,4.37,8.01,1.84,2.38,1.15,1.36,13.38,3.56,4.44
2006,BEV609_Beverly,4.93,3.22,0.54,2.59,16.86,8.33,5.6,3.51,3.7,4.96,6.54,2.63
2007,BEV609_Beverly,2.88,2.75,5.93,8.02,4.64,2.05,3.99,1.18,2.56,3.2,4.19,5.34
2008,BEV609_Beverly,3.09,8.37,4.67,4.63,1.55,3.12,8.58,4.62,9.04,1.58,3.92,7.4
2009,BEV609_Beverly,4.21,2.41,2.92,3.7,2.49,5.08,7.25,4.44,2.61,5.37,5.6,5.38
2010,BEV609_Beverly,3.77,4.79,17.66,2.36,2.64,2.56,2.25,7.03,1.94,4.7,4.66,2.91
2011,BEV609_Beverly,4.3,3.19,2.95,5.43,3.17,6.31,1.55,11.84,4.76,12.67,3.7,3.85
2012,BEV609_Beverly,3.28,1.0,2.01,3.39,4.53,6.82,1.99,4.4,3.68,4.28,1.63,6.97
2013,BEV609_Beverly,1.14,5.47,3.42,1.97,3.6,8.63,3.37,2.92,2.71,1.06,3.4,5.3
2014,BEV609_Beverly,3.5,4.69,4.57,3.61,3.34,3.71,5.4,2.08,1.64,10.24,6.21,7.83
2016,BEV609_Beverly,2.3,3.39,4.05,2.46,2.63,1.74,1.78,3.1,1.69,6.72,3.1,4.15
